iter	Passed	Remaining
145	486	2846
146	489	2838
147	492	2834
148	495	2828
149	497	2821
150	501	2817
151	503	2810
152	506	2804
153	509	2798
154	512	2793
155	515	2789
156	518	2784
157	521	2777
158	522	2766
159	526	2763
160	529	2761
161	533	2759
162	536	2756
163	540	2754
164	543	2750
165	547	2749
166	550	2744
167	554	2743
168	557	2743
169	561	2739
170	565	2739
171	569	2741
172	574	2745
173	577	2740
174	580	2734
175	582	2728
176	586	2727
177	589	2721
178	592	2716
179	595	2711
180	598	2707
181	601	2702
182	603	2696
183	607	2692
184	610	2688
185	613	2684
186	615	2677
187	618	2672
188	621	2666
189	624	2660
190	627	2655
191	630	2652
192	633	2649
193	636	2643
194	639	2640
195	642	2634
196	645	2631
197	648	2625
198	652	2626
199	655	2621
200	658	2618
201	661	2613
202	665	2612
203	668	2607
204	670	2601
205	673	2597
206	676	2591
207	679	2587
208	682	2581
209	684	2576
210	687	2570
211	690	2565
212	692	2559
213	695	2552
214	697	2548
215	700	2542
216	703	2537
217	706	2533
218	709	2529
219	712	2525
220	714	2519
221	717	2513
222	719	2508
223	722	2503
224	725	2497
225	727	2492
226	729	2485
227	732	2480
228	735	2474
229	737	2469
230	740	2463
231	742	2457
232	745	2452
233	747	2447
234	750	2441
235	752	2436
236	755	2432
237	758	2427
238	760	2422
239	763	2417
240	766	2414
241	769	2409
242	771	2404
243	774	2399
244	776	2394
245	779	2389
246	782	2384
247	784	2379
248	787	2373
249	789	2368
250	792	2363
251	794	2357
252	796	2352
253	799	2347
254	801	2342
255	804	2337
256	806	2332
257	809	2327
258	811	2322
259	814	2316
260	816	2311
261	818	2306
262	821	2301
263	823	2296
264	825	2290
265	828	2285
266	830	2280
267	833	2275
268	835	2270
269	838	2265
270	840	2260
271	842	2255
272	845	2251
273	847	2246
274	850	2241
275	852	2236
276	855	2231
277	857	2226
278	859	2221
279	862	2216
280	864	2211
281	866	2207
282	869	2202
283	871	2197
284	874	2193
285	876	2188
286	879	2183
287	881	2179
288	883	2174
289	886	2169
290	888	2165
291	891	2160
292	893	2155
293	895	2150
294	897	2145
295	900	2141
296	902	2136
297	904	2131
298	907	2126
299	909	2121
300	911	2116
301	914	2112
302	916	2108
303	918	2103
304	921	2099
305	923	2094
306	925	2089
307	927	2084
308	929	2079
309	932	2074
310	934	2070
311	937	2066
312	939	2061
313	941	2057
314	943	2052
315	946	2047
316	948	2043
317	950	2038
318	952	2034
319	955	2029
320	957	2024
321	959	2020
322	961	2015
323	963	2011
324	966	2006
325	968	2003
326	971	1998
327	973	1994
328	975	1990
329	977	1985
330	980	1981
331	982	1977
332	985	1973
333	988	1970
334	990	1966
335	993	1962
336	995	1959
337	1003	1965
338	1006	1962
339	1009	1959
340	1012	1956
341	1015	1953
342	1018	1950
343	1021	1948
344	1024	1945
345	1028	1943
346	1031	1940
347	1035	1939
348	1037	1935
349	1040	1932
350	1042	1928
351	1045	1925
352	1049	1923
353	1052	1920
354	1055	1916
355	1057	1913
356	1060	1909
357	1062	1905
358	1064	1901
359	1067	1897
360	1069	1893
361	1072	1889
362	1074	1885
363	1076	1881
364	1079	1877
365	1081	1873
366	1083	1869
367	1085	1864
368	1088	1860
369	1090	1856
370	1092	1852
371	1094	1848
372	1097	1844
373	1099	1840
374	1101	1836
375	1104	1832
376	1106	1828
377	1108	1824
378	1110	1820
379	1113	1816
380	1115	1812
381	1117	1808
382	1119	1804
383	1122	1800
384	1124	1796
385	1126	1792
386	1129	1788
387	1131	1784
388	1133	1781
389	1136	1777
390	1138	1773
391	1140	1769
392	1142	1765
393	1144	1760
394	1147	1757
395	1149	1753
396	1151	1749
397	1153	1745
398	1156	1741
399	1158	1737
400	1160	1733
401	1162	1729
402	1164	1725
403	1166	1721
404	1169	1717
405	1171	1714
406	1174	1711
407	1176	1707
408	1179	1704
409	1182	1701
410	1184	1697
411	1187	1694
412	1190	1691
413	1192	1688
414	1195	1684
415	1197	1681
416	1199	1677
417	1202	1674
418	1204	1670
419	1206	1666
420	1209	1663
421	1211	1660
422	1214	1656
423	1216	1653
424	1219	1649
425	1221	1646
426	1224	1642
427	1226	1639
428	1229	1636
429	1231	1632
430	1234	1629
431	1236	1626
432	1239	1622
433	1242	1619
434	1244	1616
435	1246	1612
436	1249	1609
437	1251	1606
438	1254	1602
439	1256	1599
440	1259	1596
441	1261	1593
442	1264	1590
443	1267	1586
444	1269	1583
445	1272	1580
446	1274	1577
447	1277	1574
448	1280	1570
449	1282	1567
450	1284	1564
451	1287	1560
452	1289	1557
453	1292	1554
454	1294	1550
455	1297	1547
456	1299	1544
457	1302	1541
458	1304	1538
459	1307	1534
460	1310	1531
461	1312	1528
462	1315	1525
463	1317	1522
464	1320	1518
465	1323	1516
466	1325	1513
467	1328	1510
468	1331	1507
469	1333	1504
470	1336	1501
471	1338	1497
472	1341	1494
473	1344	1491
474	1346	1488
475	1349	1485
476	1351	1482
477	1354	1478
478	1356	1475
479	1359	1472
480	1361	1469
481	1364	1466
482	1366	1463
483	1369	1459
484	1371	1456
485	1374	1453
486	1376	1450
487	1379	1447
488	1381	1443
489	1383	1440
490	1386	1436
491	1388	1433
492	1391	1430
493	1393	1427
494	1395	1424
495	1398	1420
496	1400	1417
497	1402	1414
498	1405	1410
499	1407	1407
500	1409	1404
501	1412	1400
502	1414	1397
503	1416	1394
504	1419	1391
505	1421	1388
506	1424	1384
507	1426	1381
508	1429	1378
509	1431	1375
510	1433	1372
511	1436	1369
512	1438	1365
513	1440	1362
514	1443	1359
515	1445	1356
516	1448	1352
517	1450	1349
518	1453	1346
519	1455	1343
520	1458	1340
521	1460	1337
522	1463	1334
523	1466	1332
524	1469	1329
525	1472	1326
526	1474	1323
527	1478	1321
528	1480	1318
529	1483	1315
530	1486	1312
531	1488	1309
532	1491	1307
533	1494	1304
534	1497	1301
535	1499	1298
536	1502	1295
537	1506	1293
538	1508	1290
539	1511	1287
540	1514	1284
541	1516	1281
542	1519	1278
543	1522	1275
544	1525	1273
545	1527	1270
546	1530	1267
547	1533	1264
548	1535	1261
549	1538	1258
550	1540	1255
551	1543	1253
552	1546	1250
553	1548	1246
554	1552	1244
555	1554	1241
556	1557	1238
557	1559	1235
558	1561	1232
559	1564	1229
560	1567	1226
561	1569	1223
562	1571	1220
563	1574	1217
564	1576	1214
565	1579	1211
566	1581	1207
567	1584	1204
568	1586	1201
569	1589	1198
570	1591	1195
571	1593	1192
572	1596	1189
573	1598	1186
574	1601	1183
575	1603	1180
576	1605	1177
577	1608	1174
578	1610	1171
579	1613	1168
580	1615	1165
581	1618	1162
582	1620	1159
583	1623	1156
584	1625	1153
585	1628	1150
586	1631	1147
587	1633	1144
588	1636	1141
589	1638	1138
590	1640	1135
591	1643	1132
592	1646	1129
593	1648	1126
594	1650	1123
595	1653	1120
596	1655	1117
597	1658	1114
598	1660	1111
599	1662	1108
600	1665	1105
601	1668	1102
602	1670	1099
603	1672	1096
604	1675	1093
605	1677	1090
606	1679	1087
607	1682	1084
608	1684	1081
609	1687	1078
610	1689	1075
611	1692	1072
612	1694	1069
613	1697	1067
614	1699	1064
615	1702	1061
616	1705	1058
617	1707	1055
618	1709	1052
619	1712	1049
620	1715	1046
621	1717	1043
622	1720	1041
623	1722	1038
624	1725	1035
625	1728	1032
626	1730	1029
627	1733	1026
628	1735	1023
629	1738	1021
630	1740	1018
631	1743	1015
632	1746	1012
633	1748	1009
634	1750	1006
635	1752	1003
636	1755	1000
637	1757	997
638	1759	994
639	1762	991
640	1764	988
641	1766	985
642	1769	982
643	1771	979
644	1774	976
645	1776	973
646	1779	970
647	1781	967
648	1783	964
649	1785	961
650	1787	958
651	1790	955
652	1792	952
653	1794	949
654	1796	946
655	1799	943
656	1801	940
657	1803	937
658	1806	934
659	1808	931
660	1810	928
661	1813	925
662	1815	922
663	1818	920
664	1820	917
665	1823	914
666	1825	911
667	1828	908
668	1830	905
669	1832	902
670	1835	899
671	1837	896
672	1840	894
673	1842	891
674	1844	888
675	1847	885
676	1849	882
677	1852	879
678	1854	876
679	1856	873
680	1859	870
681	1861	868
682	1864	865
683	1866	862
684	1868	859
685	1871	856
686	1873	853
687	1876	850
688	1878	847
689	1881	845
690	1883	842
691	1885	839
692	1888	836
693	1890	833
694	1893	830
695	1895	827
696	1897	825
697	1900	822
698	1902	819
699	1905	816
700	1908	813
701	1910	811
702	1913	808
703	1916	805
704	1920	803
705	1922	800
706	1925	798
707	1929	795
708	1932	793
709	1935	790
710	1937	787
711	1940	784
712	1942	782
713	1945	779
714	1947	776
715	1950	773
716	1952	770
717	1955	767
718	1957	765
719	1960	762
720	1962	759
721	1964	756
722	1967	753
723	1969	750
724	1972	748
725	1974	745
726	1977	742
727	1979	739
728	1982	736
729	1984	734
730	1987	731
731	1989	728
732	1991	725
733	1994	722
734	1996	719
735	1999	717
736	2002	714
737	2004	711
738	2007	709
739	2010	706
740	2014	704
741	2017	701
742	2021	699
743	2024	696
744	2028	694
745	2031	691
746	2034	689
747	2037	686
748	2040	683
749	2043	681
750	2046	678
751	2049	675
752	2052	673
753	2055	670
754	2057	667
755	2060	664
756	2062	662
757	2064	659
758	2067	656
759	2069	653
760	2071	650
761	2074	647
762	2076	645
763	2079	642
764	2081	639
765	2083	636
766	2085	633
767	2087	630
768	2090	627
769	2092	625
770	2094	622
771	2096	619
772	2099	616
773	2101	613
774	2103	610
775	2106	607
776	2108	605
777	2110	602
778	2113	599
779	2115	596
780	2117	593
781	2120	590
782	2122	588
783	2125	585
784	2127	582
785	2129	579
786	2132	577
787	2134	574
788	2136	571
789	2139	568
790	2141	565
791	2143	563
792	2146	560
793	2148	557
794	2150	554
795	2152	551
796	2155	548
797	2157	546
798	2159	543
799	2161	540
800	2163	537
801	2166	534
802	2168	531
803	2170	529
804	2172	526
805	2175	523
806	2177	520
807	2179	517
808	2181	515
809	2184	512
810	2186	509
811	2189	506
812	2191	504
813	2194	501
814	2197	498
815	2199	495
816	2202	493
817	2204	490
818	2206	487
819	2209	484
820	2211	482
821	2213	479
822	2216	476
823	2218	473
824	2220	471
825	2222	468
826	2224	465
827	2227	462
828	2229	459
829	2231	457
830	2234	454
831	2236	451
832	2239	448
833	2241	446
834	2243	443
835	2246	440
836	2248	437
837	2251	435
838	2253	432
839	2256	429
840	2258	427
841	2261	424
842	2263	421
843	2266	418
844	2268	416
845	2271	413
846	2273	410
847	2276	407
848	2278	405
849	2280	402
850	2283	399
851	2285	397
852	2287	394
853	2290	391
854	2292	388
855	2295	386
856	2297	383
857	2299	380
858	2302	377
859	2304	375
860	2306	372
861	2309	369
862	2311	366
863	2313	364
864	2316	361
865	2318	358
866	2320	356
867	2323	353
868	2325	350
869	2327	347
870	2330	345
871	2332	342
872	2335	339
873	2337	337
874	2340	334
875	2342	331
876	2344	328
877	2347	326
878	2350	323
879	2352	320
880	2355	318
881	2357	315
882	2359	312
883	2362	309
884	2364	307
885	2366	304
886	2369	301
887	2371	299
888	2373	296
889	2376	293
890	2378	290
891	2380	288
892	2383	285
893	2385	282
894	2387	280
895	2390	277
896	2392	274
897	2394	272
898	2397	269
899	2399	266
900	2402	263
901	2404	261
902	2407	258
903	2409	255
904	2412	253
905	2414	250
906	2417	247
907	2419	245
908	2422	242
909	2424	239
910	2426	237
911	2429	234
912	2431	231
913	2433	229
914	2436	226
915	2438	223
916	2440	220
917	2443	218
918	2445	215
919	2448	212
920	2450	210
921	2452	207
922	2455	204
923	2457	202
924	2459	199
925	2461	196
926	2464	194
927	2466	191
928	2468	188
929	2471	185
930	2473	183
931	2475	180
932	2478	177
933	2480	175
934	2482	172
935	2485	169
936	2487	167
937	2489	164
938	2492	161
939	2494	159
940	2496	156
941	2498	153
942	2501	151
943	2503	148
944	2505	145
945	2508	143
946	2510	140
947	2513	137
948	2515	135
949	2518	132
950	2520	129
951	2522	127
952	2525	124
953	2527	121
954	2529	119
955	2532	116
956	2534	113
957	2536	111
958	2539	108
959	2541	105
960	2543	103
961	2546	100
962	2548	97
963	2551	95
964	2553	92
965	2556	89
966	2558	87
967	2561	84
968	2563	82
969	2565	79
970	2568	76
971	2570	74
972	2572	71
973	2575	68
974	2577	66
975	2579	63
976	2581	60
977	2584	58
978	2586	55
979	2588	52
980	2591	50
981	2593	47
982	2595	44
983	2598	42
984	2600	39
985	2603	36
986	2605	34
987	2608	31
988	2610	29
989	2612	26
990	2614	23
991	2617	21
992	2619	18
993	2621	15
994	2624	13
995	2627	10
996	2629	7
997	2632	5
998	2634	2
999	2636	0
